stock_code,stock_name,industry,source,review_priority,review_industry,review_note
600038,中直股份,国防军工,deepseek,2,国防军工,
600072,中船科技,国防军工,deepseek,2,国防军工,
600150,中国船舶,国防军工,deepseek,2,国防军工,
600184,光电股份,国防军工,deepseek,2,国防军工,
600372,中航机载,国防军工,deepseek,2,国防军工,
600562,国睿科技,国防军工,deepseek,2,国防军工,
600685,中船防务,国防军工,deepseek,2,国防军工,
600760,中航沈飞,国防军工,deepseek,2,国防军工,
600764,中国海防,国防军工,deepseek,2,国防军工,
600765,中航重机,国防军工,deepseek,2,国防军工,
600862,中航高科,国防军工,deepseek,2,国防军工,
601890,亚星锚链,国防军工,deepseek,2,国防军工,
605123,派克新材,国防军工,deepseek,2,国防军工,
688281,华秦科技,国防军工,deepseek,2,国防军工,
688283,坤恒顺维,国防军工,deepseek,2,国防军工,
688685,迈信林,国防军工,deepseek,2,国防军工,
000422,湖北宜化,基础化工,deepseek,2,基础化工,
000510,新金路,基础化工,deepseek,2,基础化工,
000523,红棉股份,基础化工,deepseek,2,基础化工,
000565,渝三峡Ａ,基础化工,deepseek,2,基础化工,
000677,ST海龙,基础化工,deepseek,2,基础化工,
000893,亚钾国际,基础化工,deepseek,2,基础化工,
000985,大庆华科,基础化工,deepseek,2,基础化工,
001218,丽臣实业,基础化工,deepseek,2,基础化工,
001231,农心科技,基础化工,deepseek,2,基础化工,
001369,双欣材料,基础化工,deepseek,2,基础化工,
002001,新 和 成,基础化工,deepseek,2,基础化工,
002068,黑猫股份,基础化工,deepseek,2,基础化工,
002102,ST能特,基础化工,deepseek,2,基础化工,
002109,ST兴化,基础化工,deepseek,2,基础化工,
002136,安 纳 达,基础化工,deepseek,2,基础化工,
002206,海 利 得,基础化工,deepseek,2,基础化工,
002263,大东南,基础化工,deepseek,2,基础化工,
002326,永太科技,基础化工,deepseek,2,基础化工,
002360,ST同德,基础化工,deepseek,2,基础化工,
002361,神剑股份,基础化工,deepseek,2,基础化工,
002381,双箭股份,基础化工,deepseek,2,基础化工,
002427,尤夫股份,基础化工,deepseek,2,基础化工,
002440,闰土股份,基础化工,deepseek,2,基础化工,
002470,金正大,基础化工,deepseek,2,基础化工,
002476,宝莫股份,基础化工,deepseek,2,基础化工,
002497,雅化集团,基础化工,deepseek,2,基础化工,
002513,蓝丰生化,基础化工,deepseek,2,基础化工,
002538,ST司特,基础化工,deepseek,2,基础化工,
002549,凯美特气,基础化工,deepseek,2,基础化工,
002585,双星新材,基础化工,deepseek,2,基础化工,
002591,恒大高新,基础化工,deepseek,2,基础化工,
002601,龙佰集团,基础化工,deepseek,2,基础化工,
002748,世龙实业,基础化工,deepseek,2,基础化工,
002749,国光股份,基础化工,deepseek,2,基础化工,
002753,永东股份,基础化工,deepseek,2,基础化工,
002768,国恩股份,基础化工,deepseek,2,基础化工,
002802,洪汇新材,基础化工,deepseek,2,基础化工,
002809,红墙股份,基础化工,deepseek,2,基础化工,
002838,道恩股份,基础化工,deepseek,2,基础化工,
002895,川恒股份,基础化工,deepseek,2,基础化工,
002909,集泰股份,基础化工,deepseek,2,基础化工,
002915,中欣氟材,基础化工,deepseek,2,基础化工,
002917,金奥博,基础化工,deepseek,2,基础化工,
002998,优彩资源,基础化工,deepseek,2,基础化工,
300121,阳谷华泰,基础化工,deepseek,2,基础化工,
300132,青松股份,基础化工,deepseek,2,基础化工,
300169,天晟新材,基础化工,deepseek,2,基础化工,
300174,元力股份,基础化工,deepseek,2,基础化工,
300180,华峰超纤,基础化工,deepseek,2,基础化工,
300230,永利股份,基础化工,deepseek,2,基础化工,
300285,国瓷材料,基础化工,deepseek,2,基础化工,
300405,科隆股份,基础化工,deepseek,2,基础化工,
300409,道氏技术,基础化工,deepseek,2,基础化工,
300429,强力新材,基础化工,deepseek,2,基础化工,
300481,濮阳惠成,基础化工,deepseek,2,基础化工,
300487,蓝晓科技,基础化工,deepseek,2,基础化工,
300535,达威股份,基础化工,deepseek,2,基础化工,
300587,天铁科技,基础化工,deepseek,2,基础化工,
300596,利安隆,基础化工,deepseek,2,基础化工,
300641,正丹股份,基础化工,deepseek,2,基础化工,
300655,晶瑞电材,基础化工,deepseek,2,基础化工,
300665,飞鹿股份,基础化工,deepseek,2,基础化工,
300717,华信新材,基础化工,deepseek,2,基础化工,
300721,怡达股份,基础化工,deepseek,2,基础化工,
300731,科创新源,基础化工,deepseek,2,基础化工,
300796,贝斯美,基础化工,deepseek,2,基础化工,
300801,泰和科技,基础化工,deepseek,2,基础化工,
300806,斯迪克,基础化工,deepseek,2,基础化工,
300821,东岳硅材,基础化工,deepseek,2,基础化工,
300856,科思股份,基础化工,deepseek,2,基础化工,
300886,华业香料,基础化工,deepseek,2,基础化工,
300920,润阳科技,基础化工,deepseek,2,基础化工,
300995,奇德新材,基础化工,deepseek,2,基础化工,
301036,双乐股份,基础化工,deepseek,2,基础化工,
301037,保立佳,基础化工,deepseek,2,基础化工,
301057,汇隆新材,基础化工,deepseek,2,基础化工,
301069,凯盛新材,基础化工,deepseek,2,基础化工,
301071,力量钻石,基础化工,deepseek,2,基础化工,
301131,聚赛龙,基础化工,deepseek,2,基础化工,
301216,万凯新材,基础化工,deepseek,2,基础化工,
301292,海科新源,基础化工,deepseek,2,基础化工,
301395,仁信新材,基础化工,deepseek,2,基础化工,
301565,中仑新材,基础化工,deepseek,2,基础化工,
600063,XD皖维高,基础化工,deepseek,2,基础化工,
600075,新疆天业,基础化工,deepseek,2,基础化工,
600078,澄星股份,基础化工,deepseek,2,基础化工,
600096,云天化,基础化工,deepseek,2,基础化工,
600135,乐凯胶片,基础化工,deepseek,2,基础化工,
600141,兴发集团,基础化工,deepseek,2,基础化工,
600143,金发科技,基础化工,deepseek,2,基础化工,
600160,巨化股份,基础化工,deepseek,2,基础化工,
600226,亨通股份,基础化工,deepseek,2,基础化工,
600227,赤天化,基础化工,deepseek,2,基础化工,
600230,沧州大化,基础化工,deepseek,2,基础化工,
600273,嘉化能源,基础化工,deepseek,2,基础化工,
600299,安迪苏,基础化工,deepseek,2,基础化工,
600352,浙江龙盛,基础化工,deepseek,2,基础化工,
600367,红星发展,基础化工,deepseek,2,基础化工,
600378,昊华科技,基础化工,deepseek,2,基础化工,
600389,江山股份,基础化工,deepseek,2,基础化工,
600423,*ST柳化,基础化工,deepseek,2,基础化工,
600426,华鲁恒升,基础化工,deepseek,2,基础化工,
600458,时代新材,基础化工,deepseek,2,基础化工,
600500,中化国际,基础化工,deepseek,2,基础化工,
600506,统一股份,基础化工,deepseek,2,基础化工,
600527,江南高纤,基础化工,deepseek,2,基础化工,
600596,新安股份,基础化工,deepseek,2,基础化工,
600610,中毅达,基础化工,deepseek,2,基础化工,
600623,华谊集团,基础化工,deepseek,2,基础化工,
600691,潞化科技,基础化工,deepseek,2,基础化工,
600731,湖南海利,基础化工,deepseek,2,基础化工,
600746,江苏索普,基础化工,deepseek,2,基础化工,
600810,神马股份,基础化工,deepseek,2,基础化工,
600844,金煤科技,基础化工,deepseek,2,基础化工,
600955,维远股份,基础化工,deepseek,2,基础化工,
600989,宝丰能源,基础化工,deepseek,2,基础化工,
601208,东材科技,基础化工,deepseek,2,基础化工,
601216,君正集团,基础化工,deepseek,2,基础化工,
601678,滨化股份,基础化工,deepseek,2,基础化工,
603010,万盛股份,基础化工,deepseek,2,基础化工,
603033,三维股份,基础化工,deepseek,2,基础化工,
603041,美思德,基础化工,deepseek,2,基础化工,
603051,鹿山新材,基础化工,deepseek,2,基础化工,
603062,麦加芯彩,基础化工,deepseek,2,基础化工,
603065,宿迁联盛,基础化工,deepseek,2,基础化工,
603086,先达股份,基础化工,deepseek,2,基础化工,
603125,常青科技,基础化工,deepseek,2,基础化工,
603172,万丰股份,基础化工,deepseek,2,基础化工,
603181,皇马科技,基础化工,deepseek,2,基础化工,
603188,亚邦股份,基础化工,deepseek,2,基础化工,
603192,汇得科技,基础化工,deepseek,2,基础化工,
603213,镇洋发展,基础化工,deepseek,2,基础化工,
603225,新凤鸣,基础化工,deepseek,2,基础化工,
603255,鼎际得,基础化工,deepseek,2,基础化工,
603330,天洋新材,基础化工,deepseek,2,基础化工,
603379,三美股份,基础化工,deepseek,2,基础化工,
603382,海阳科技,基础化工,deepseek,2,基础化工,
603406,天富龙,基础化工,deepseek,2,基础化工,
603585,苏利股份,基础化工,deepseek,2,基础化工,
603683,晶华新材,基础化工,deepseek,2,基础化工,
603725,天安新材,基础化工,deepseek,2,基础化工,
603790,雅运股份,基础化工,deepseek,2,基础化工,
603798,康普顿,基础化工,deepseek,2,基础化工,
603810,丰山集团,基础化工,deepseek,2,基础化工,
603822,ST嘉澳,基础化工,deepseek,2,基础化工,
603823,百合花,基础化工,deepseek,2,基础化工,
603867,新化股份,基础化工,deepseek,2,基础化工,
603906,龙蟠科技,基础化工,deepseek,2,基础化工,
603928,兴业股份,基础化工,deepseek,2,基础化工,
603938,三孚股份,基础化工,deepseek,2,基础化工,
603970,中农立华,基础化工,deepseek,2,基础化工,
603977,国泰集团,基础化工,deepseek,2,基础化工,
605033,美邦股份,基础化工,deepseek,2,基础化工,
605166,聚合顺,基础化工,deepseek,2,基础化工,
605488,福莱新材,基础化工,deepseek,2,基础化工,
605566,福莱蒽特,基础化工,deepseek,2,基础化工,
688295,XD中复神,基础化工,deepseek,2,基础化工,
688625,呈和科技,基础化工,deepseek,2,基础化工,
000333,美的集团,家用电器,deepseek,2,家用电器,
000404,长虹华意,家用电器,deepseek,2,家用电器,
000651,格力电器,家用电器,deepseek,2,家用电器,
001259,利仁科技,家用电器,deepseek,2,家用电器,
002032,苏 泊 尔,家用电器,deepseek,2,家用电器,
002290,禾盛新材,家用电器,deepseek,2,家用电器,
002429,兆驰股份,家用电器,deepseek,2,家用电器,
002677,浙江美大,家用电器,deepseek,2,家用电器,
002723,小崧股份,家用电器,deepseek,2,家用电器,
003023,彩虹集团,家用电器,deepseek,2,家用电器,
200541,,家用电器,deepseek,2,家用电器,
300272,开能健康,家用电器,deepseek,2,家用电器,
300625,三雄极光,家用电器,deepseek,2,家用电器,
300866,安克创新,家用电器,deepseek,2,家用电器,
300894,火星人,家用电器,deepseek,2,家用电器,
301008,宏昌科技,家用电器,deepseek,2,家用电器,
600060,海信视像,家用电器,deepseek,2,家用电器,
600336,澳柯玛,家用电器,deepseek,2,家用电器,
600619,海立股份,家用电器,deepseek,2,家用电器,
600690,海尔智家,家用电器,deepseek,2,家用电器,
600839,四川长虹,家用电器,deepseek,2,家用电器,
600854,春兰股份,家用电器,deepseek,2,家用电器,
600983,惠而浦,家用电器,deepseek,2,家用电器,
603150,万朗磁塑,家用电器,deepseek,2,家用电器,
603215,比依股份,家用电器,deepseek,2,家用电器,
603219,富佳股份,家用电器,deepseek,2,家用电器,
603486,科沃斯,家用电器,deepseek,2,家用电器,
603519,立霸股份,家用电器,deepseek,2,家用电器,
603551,奥普科技,家用电器,deepseek,2,家用电器,
603578,三星新材,家用电器,deepseek,2,家用电器,
603657,春光科技,家用电器,deepseek,2,家用电器,
603726,朗迪集团,家用电器,deepseek,2,家用电器,
000619,海螺新材,建筑材料,deepseek,2,建筑材料,
000877,天山股份,建筑材料,deepseek,2,建筑材料,
001212,中旗新材,建筑材料,deepseek,2,建筑材料,
002043,兔 宝 宝,建筑材料,deepseek,2,建筑材料,
002082,ST万邦,建筑材料,deepseek,2,建筑材料,
002088,鲁阳节能,建筑材料,deepseek,2,建筑材料,
002233,塔牌集团,建筑材料,deepseek,2,建筑材料,
002271,东方雨虹,建筑材料,deepseek,2,建筑材料,
002302,西部建设,建筑材料,deepseek,2,建筑材料,
002398,垒知集团,建筑材料,deepseek,2,建筑材料,
002596,海南瑞泽,建筑材料,deepseek,2,建筑材料,
002652,扬子新材,建筑材料,deepseek,2,建筑材料,
002718,友邦吊顶,建筑材料,deepseek,2,建筑材料,
003012,东鹏控股,建筑材料,deepseek,2,建筑材料,
003037,三和管桩,建筑材料,deepseek,2,建筑材料,
300374,中铁装配,建筑材料,deepseek,2,建筑材料,
300737,科顺股份,建筑材料,deepseek,2,建筑材料,
300767,震安科技,建筑材料,deepseek,2,建筑材料,
301526,国际复材,建筑材料,deepseek,2,建筑材料,
301588,美新科技,建筑材料,deepseek,2,建筑材料,
600176,中国巨石,建筑材料,deepseek,2,建筑材料,
600293,三峡新材,建筑材料,deepseek,2,建筑材料,
600326,西藏天路,建筑材料,deepseek,2,建筑材料,
600539,狮头股份,建筑材料,deepseek,2,建筑材料,
600586,金晶科技,建筑材料,deepseek,2,建筑材料,
600678,ST金顶,建筑材料,deepseek,2,建筑材料,
600883,博闻科技,建筑材料,deepseek,2,建筑材料,
601996,丰林集团,建筑材料,deepseek,2,建筑材料,
603378,*ST亚士,建筑材料,deepseek,2,建筑材料,
603601,再升科技,建筑材料,deepseek,2,建筑材料,
603616,韩建河山,建筑材料,deepseek,2,建筑材料,
603737,三棵树,建筑材料,deepseek,2,建筑材料,
605006,山东玻纤,建筑材料,deepseek,2,建筑材料,
605122,四方新材,建筑材料,deepseek,2,建筑材料,
605155,西大门,建筑材料,deepseek,2,建筑材料,
000498,山东路桥,建筑装饰,deepseek,2,建筑装饰,
000628,高新发展,建筑装饰,deepseek,2,建筑装饰,
000779,甘咨询,建筑装饰,deepseek,2,建筑装饰,
002062,宏润建设,建筑装饰,deepseek,2,建筑装饰,
002140,东华科技,建筑装饰,deepseek,2,建筑装饰,
002163,海南发展,建筑装饰,deepseek,2,建筑装饰,
002431,ST棕榈,建筑装饰,deepseek,2,建筑装饰,
002545,东方铁塔,建筑装饰,deepseek,2,建筑装饰,
002628,成都路桥,建筑装饰,deepseek,2,建筑装饰,
002743,富煌钢构,建筑装饰,deepseek,2,建筑装饰,
002775,文科股份,建筑装饰,deepseek,2,建筑装饰,
002789,*ST建艺,建筑装饰,deepseek,2,建筑装饰,
002830,名雕股份,建筑装饰,deepseek,2,建筑装饰,
002883,*ST中设,建筑装饰,deepseek,2,建筑装饰,
002941,新疆交建,建筑装饰,deepseek,2,建筑装饰,
002963,豪尔赛,建筑装饰,deepseek,2,建筑装饰,
003001,中岩大地,建筑装饰,deepseek,2,建筑装饰,
300284,苏交科,建筑装饰,deepseek,2,建筑装饰,
300517,海波重科,建筑装饰,deepseek,2,建筑装饰,
300668,杰恩股份,建筑装饰,deepseek,2,建筑装饰,
300732,设研院,建筑装饰,deepseek,2,建筑装饰,
300778,新城市,建筑装饰,deepseek,2,建筑装饰,
300949,奥雅股份,建筑装饰,deepseek,2,建筑装饰,
300982,苏文电能,建筑装饰,deepseek,2,建筑装饰,
301024,霍普股份,建筑装饰,deepseek,2,建筑装饰,
301167,建研设计,建筑装饰,deepseek,2,建筑装饰,
301235,华康洁净,建筑装饰,deepseek,2,建筑装饰,
600039,四川路桥,建筑装饰,deepseek,2,建筑装饰,
600133,东湖高新,建筑装饰,deepseek,2,建筑装饰,
600170,上海建工,建筑装饰,deepseek,2,建筑装饰,
600248,陕建股份,建筑装饰,deepseek,2,建筑装饰,
600284,浦东建设,建筑装饰,deepseek,2,建筑装饰,
600477,杭萧钢构,建筑装饰,deepseek,2,建筑装饰,
600491,ST龙元,建筑装饰,deepseek,2,建筑装饰,
600496,精工钢构,建筑装饰,deepseek,2,建筑装饰,
600502,安徽建工,建筑装饰,deepseek,2,建筑装饰,
600512,腾达建设,建筑装饰,deepseek,2,建筑装饰,
600629,华建集团,建筑装饰,deepseek,2,建筑装饰,
600720,中交设计,建筑装饰,deepseek,2,建筑装饰,
600820,隧道股份,建筑装饰,deepseek,2,建筑装饰,
600846,同济科技,建筑装饰,deepseek,2,建筑装饰,
600853,龙建股份,建筑装饰,deepseek,2,建筑装饰,
600970,中材国际,建筑装饰,deepseek,2,建筑装饰,
601133,柏诚股份,建筑装饰,deepseek,2,建筑装饰,
601186,中国铁建,建筑装饰,deepseek,2,建筑装饰,
601226,华电科工,建筑装饰,deepseek,2,建筑装饰,
601390,中国中铁,建筑装饰,deepseek,2,建筑装饰,
601611,中国核建,建筑装饰,deepseek,2,建筑装饰,
601618,中国中冶,建筑装饰,deepseek,2,建筑装饰,
601669,中国电建,建筑装饰,deepseek,2,建筑装饰,
601800,中国交建,建筑装饰,deepseek,2,建筑装饰,
601868,中国能建,建筑装饰,deepseek,2,建筑装饰,
601886,江河集团,建筑装饰,deepseek,2,建筑装饰,
603017,中衡设计,建筑装饰,deepseek,2,建筑装饰,
603018,华设集团,建筑装饰,deepseek,2,建筑装饰,
603098,森特股份,建筑装饰,deepseek,2,建筑装饰,
603137,恒尚节能,建筑装饰,deepseek,2,建筑装饰,
603153,上海建科,建筑装饰,deepseek,2,建筑装饰,
603163,圣晖集成,建筑装饰,deepseek,2,建筑装饰,
603176,汇通集团,建筑装饰,deepseek,2,建筑装饰,
603183,建研院,建筑装饰,deepseek,2,建筑装饰,
603257,中国瑞林,建筑装饰,deepseek,2,建筑装饰,
603458,勘设股份,建筑装饰,deepseek,2,建筑装饰,
603637,镇海股份,建筑装饰,deepseek,2,建筑装饰,
603860,中公高科,建筑装饰,deepseek,2,建筑装饰,
603929,亚翔集成,建筑装饰,deepseek,2,建筑装饰,
605287,德才股份,建筑装饰,deepseek,2,建筑装饰,
605598,上海港湾,建筑装饰,deepseek,2,建筑装饰,
000002,万  科Ａ,房地产,deepseek,2,房地产,
000007,全新好,房地产,deepseek,2,房地产,
000036,华联控股,房地产,deepseek,2,房地产,
000042,中洲控股,房地产,deepseek,2,房地产,
000048,京基智农,房地产,deepseek,2,房地产,
000069,华侨城Ａ,房地产,deepseek,2,房地产,
000090,天健集团,房地产,deepseek,2,房地产,
000573,粤宏远Ａ,房地产,deepseek,2,房地产,
000631,顺发恒能,房地产,deepseek,2,房地产,
000656,*ST金科,房地产,deepseek,2,房地产,
000671,,房地产,deepseek,2,房地产,
000718,苏宁环球,房地产,deepseek,2,房地产,
000797,中国武夷,房地产,deepseek,2,房地产,
000863,三湘印象,房地产,deepseek,2,房地产,
000961,,房地产,deepseek,2,房地产,
002016,世荣兆业,房地产,deepseek,2,房地产,
002146,荣盛发展,房地产,deepseek,2,房地产,
002188,中天服务,房地产,deepseek,2,房地产,
002208,合肥城建,房地产,deepseek,2,房地产,
002285,世联行,房地产,deepseek,2,房地产,
300917,特发服务,房地产,deepseek,2,房地产,
600007,中国国贸,房地产,deepseek,2,房地产,
600048,保利发展,房地产,deepseek,2,房地产,
600064,南京高科,房地产,deepseek,2,房地产,
600067,冠城新材,房地产,deepseek,2,房地产,
600082,ST海泰,房地产,deepseek,2,房地产,
600094,大名城,房地产,deepseek,2,房地产,
600162,香江控股,房地产,deepseek,2,房地产,
600173,卧龙新能,房地产,deepseek,2,房地产,
600208,衢州发展,房地产,deepseek,2,房地产,
600223,福瑞达,房地产,deepseek,2,房地产,
600234,科新发展,房地产,deepseek,2,房地产,
600239,ST云城,房地产,deepseek,2,房地产,
600246,万通发展,房地产,deepseek,2,房地产,
600266,城建发展,房地产,deepseek,2,房地产,
600322,津投城开,房地产,deepseek,2,房地产,
600325,华发股份,房地产,deepseek,2,房地产,
600340,*ST华幸,房地产,deepseek,2,房地产,
600376,首开股份,房地产,deepseek,2,房地产,
600383,金地集团,房地产,deepseek,2,房地产,
600466,,房地产,deepseek,2,房地产,
600503,华丽家族,房地产,deepseek,2,房地产,
600510,黑牡丹,房地产,deepseek,2,房地产,
600533,栖霞建设,房地产,deepseek,2,房地产,
600604,市北高新,房地产,deepseek,2,房地产,
600606,绿地控股,房地产,deepseek,2,房地产,
600620,天宸股份,房地产,deepseek,2,房地产,
600622,光大嘉宝,房地产,deepseek,2,房地产,
600639,浦东金桥,房地产,deepseek,2,房地产,
600641,先导基电,房地产,deepseek,2,房地产,
600648,外高桥,房地产,deepseek,2,房地产,
600649,城投控股,房地产,deepseek,2,房地产,
600658,电子城,房地产,deepseek,2,房地产,
600663,陆家嘴,房地产,deepseek,2,房地产,
600665,天地源,房地产,deepseek,2,房地产,
600675,中华企业,房地产,deepseek,2,房地产,
600684,珠江股份,房地产,deepseek,2,房地产,
600692,亚通股份,房地产,deepseek,2,房地产,
600724,宁波富达,房地产,deepseek,2,房地产,
600743,华远控股,房地产,deepseek,2,房地产,
600748,上实发展,房地产,deepseek,2,房地产,
600773,西藏城投,房地产,deepseek,2,房地产,
600807,济高发展,房地产,deepseek,2,房地产,
600823,,房地产,deepseek,2,房地产,
600848,上海临港,房地产,deepseek,2,房地产,
600895,张江高科,房地产,deepseek,2,房地产,
601155,新城控股,房地产,deepseek,2,房地产,
601512,中新集团,房地产,deepseek,2,房地产,
601588,北辰实业,房地产,deepseek,2,房地产,
000426,兴业银锡,有色金属,deepseek,2,有色金属,
000603,盛达资源,有色金属,deepseek,2,有色金属,
000612,焦作万方,有色金属,deepseek,2,有色金属,
000633,合金投资,有色金属,deepseek,2,有色金属,
000657,中钨高新,有色金属,deepseek,2,有色金属,
000795,英洛华,有色金属,deepseek,2,有色金属,
000807,云铝股份,有色金属,deepseek,2,有色金属,
000933,神火股份,有色金属,deepseek,2,有色金属,
000975,山金国际,有色金属,deepseek,2,有色金属,
002057,中钢天源,有色金属,deepseek,2,有色金属,
002149,西部材料,有色金属,deepseek,2,有色金属,
002160,常铝股份,有色金属,deepseek,2,有色金属,
002167,东方锆业,有色金属,deepseek,2,有色金属,
002192,融捷股份,有色金属,deepseek,2,有色金属,
002203,海亮股份,有色金属,deepseek,2,有色金属,
002237,恒邦股份,有色金属,deepseek,2,有色金属,
002295,精艺股份,有色金属,deepseek,2,有色金属,
002428,云南锗业,有色金属,deepseek,2,有色金属,
002540,亚太科技,有色金属,deepseek,2,有色金属,
002756,永兴材料,有色金属,deepseek,2,有色金属,
002824,和胜股份,有色金属,deepseek,2,有色金属,
300127,银河磁体,有色金属,deepseek,2,有色金属,
300139,晓程科技,有色金属,deepseek,2,有色金属,
300328,宜安科技,有色金属,deepseek,2,有色金属,
300337,银邦股份,有色金属,deepseek,2,有色金属,
300748,金力永磁,有色金属,deepseek,2,有色金属,
300811,铂科新材,有色金属,deepseek,2,有色金属,
300835,龙磁科技,有色金属,deepseek,2,有色金属,
300885,海昌新材,有色金属,deepseek,2,有色金属,
301026,浩通科技,有色金属,deepseek,2,有色金属,
301217,铜冠铜箔,有色金属,deepseek,2,有色金属,
301323,新莱福,有色金属,deepseek,2,有色金属,
301622,英思特,有色金属,deepseek,2,有色金属,
600058,XD五矿发,有色金属,deepseek,2,有色金属,
600206,有研新材,有色金属,deepseek,2,有色金属,
600255,鑫科材料,有色金属,deepseek,2,有色金属,
600338,西藏珠峰,有色金属,deepseek,2,有色金属,
600361,创新新材,有色金属,deepseek,2,有色金属,
600366,宁波韵升,有色金属,deepseek,2,有色金属,
600392,盛和资源,有色金属,deepseek,2,有色金属,
600456,宝钛股份,有色金属,deepseek,2,有色金属,
600459,贵研铂业,有色金属,deepseek,2,有色金属,
600490,鹏欣资源,有色金属,deepseek,2,有色金属,
600497,驰宏锌锗,有色金属,deepseek,2,有色金属,
600531,豫光金铅,有色金属,deepseek,2,有色金属,
600595,中孚实业,有色金属,deepseek,2,有色金属,
600768,宁波富邦,有色金属,deepseek,2,有色金属,
600888,新疆众和,有色金属,deepseek,2,有色金属,
601061,中信金属,有色金属,deepseek,2,有色金属,
601137,博威合金,有色金属,deepseek,2,有色金属,
601609,金田股份,有色金属,deepseek,2,有色金属,
603045,福达合金,有色金属,deepseek,2,有色金属,
603132,金徽股份,有色金属,deepseek,2,有色金属,
603527,众源新材,有色金属,deepseek,2,有色金属,
603612,索通发展,有色金属,deepseek,2,有色金属,
603979,金诚信,有色金属,deepseek,2,有色金属,
605376,博迁新材,有色金属,deepseek,2,有色金属,
000157,中联重科,机械设备,deepseek,2,机械设备,
000777,中核科技,机械设备,deepseek,2,机械设备,
000856,冀东装备,机械设备,deepseek,2,机械设备,
000880,潍柴重机,机械设备,deepseek,2,机械设备,
001223,欧克科技,机械设备,deepseek,2,机械设备,
001225,和泰机电,机械设备,deepseek,2,机械设备,
001226,拓山重工,机械设备,deepseek,2,机械设备,
001268,联合精密,机械设备,deepseek,2,机械设备,
001277,速达股份,机械设备,deepseek,2,机械设备,
002021,中捷资源,机械设备,deepseek,2,机械设备,
002046,国机精工,机械设备,deepseek,2,机械设备,
002131,利欧股份,机械设备,deepseek,2,机械设备,
002158,汉钟精机,机械设备,deepseek,2,机械设备,
